assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,56,0,0,1,146941,0,0,-2,2,27.4,0,2,0.0,0.0,0,Aymeric,0.0,3,0,10.9,202,False,63.0,306,Knee injury - Expected back 01 Feb,2019-08-31T15:00:12.277175Z,63,0,0,0,146941.jpg,2.2,0,0,Laporte,2.0,False,None,i,11,43,19.0,9,121637,42,553819,301,0.0,1.4,Laporte,1
2,3,260,100,100,3,58621,0,0,-2,2,192.7,1,2,2.8,2.3,2,Kyle,1.8,17,1,52.8,203,False,216.2,1267,,2019-10-19T19:00:18.236898Z,58,0,0,0,58621.jpg,3.1,0,0,Walker,11.8,False,None,a,11,43,118.0,47,587393,5077,1097685,6175,0.3,8.1,Walker,3
1,0,136,100,100,3,102826,0,0,-5,5,135.8,0,2,3.2,2.7,5,Benjamin,2.2,4,0,28.2,204,False,97.2,561,,2019-10-06T13:00:13.676629Z,55,0,0,0,102826.jpg,3.7,0,0,Mendy,0.8,False,None,a,11,43,48.0,26,180372,5992,158759,746,0.4,4.7,Mendy,1
0,0,127,100,100,2,206325,0,0,-3,3,198.6,0,2,1.2,0.7,0,Oleksandr,0.2,9,0,37.4,206,False,126.8,590,,2019-10-22T21:00:12.926612Z,52,0,0,0,206325.jpg,2.4,0,0,Zinchenko,2.6,False,None,a,11,43,48.0,19,581957,188,1123694,953,0.0,3.7,Zinchenko,0
0,0,146,0,75,2,97299,0,0,-2,2,33.3,0,2,1.1,0.8,0,John,0.5,12,0,20.5,207,False,123.4,699,Hamstring injury - Unknown return date,2019-12-08T19:30:16.036796Z,53,0,0,0,97299.jpg,2.2,0,0,Stones,1.1,False,None,i,11,43,48.0,20,88630,40,255456,887,0.1,3.8,Stones,0
1,2,202,100,100,3,57410,0,0,-5,5,33.5,1,2,4.2,3.7,2,Nicolás,3.2,11,2,54.1,208,False,237.8,904,,2019-10-19T19:00:18.280515Z,50,0,0,0,57410.jpg,3.8,0,0,Otamendi,2.6,False,None,a,11,43,271.0,46,657609,6351,617239,1993,0.6,9.2,Otamendi,2
0,0,0,0,0,0,100180,0,0,0,0,0.0,0,2,0.0,0.0,0,Danilo Luiz,0.0,0,0,0.0,209,False,0.0,0,Joined Juventus on a permanent deal on 7/8.,2019-08-07T20:30:14.457427Z,50,0,0,0,100180.jpg,0.0,0,0,da Silva,0.0,False,None,u,11,43,0.0,0,533,6,5664,13,0.0,0.0,Danilo,0
3,6,289,100,75,2,37572,0,0,-3,3,161.1,2,4,1.5,0.8,1,Sergio,0.5,13,9,109.9,210,False,353.4,811,,2019-11-23T19:30:19.368163Z,117,0,0,0,37572.jpg,5.6,0,0,Agüero,9.9,False,None,a,11,43,584.0,73,1355518,9985,2055734,3094,0.0,6.2,Agüero,0
3,4,204,100,100,4,205651,0,0,1,-1,123.3,1,4,5.8,5.3,6,Gabriel Fernando,4.8,8,6,116.7,211,False,290.0,905,,2019-08-25T15:30:15.252763Z,96,0,0,0,205651.jpg,4.0,0,0,de Jesus,3.4,False,None,a,11,43,758.0,60,338208,7562,308338,13109,0.5,6.2,Jesus,1
0,2,298,100,100,6,121160,0,0,0,0,3.0,0,1,3.5,3.0,2,Ederson,2.5,17,0,33.3,212,False,331.2,1530,,2019-12-11T18:30:21.538746Z,60,0,0,0,121160.jpg,3.5,0,39,Santana de Moraes,13.8,False,None,a,11,43,0.0,60,822232,3253,1211572,7139,0.4,10.0,Ederson,3
0,0,16,100,100,0,33148,0,0,-2,2,0.0,0,1,1.0,0.5,0,Claudio,0.0,3,0,1.6,213,False,16.2,90,,2019-06-25T11:30:07.160148Z,48,0,0,0,33148.jpg,1.0,0,2,Bravo,0.3,False,None,a,11,43,0.0,1,10033,43,22187,157,0.0,0.2,Bravo,0
2,9,325,None,None,6,103955,0,0,-2,2,478.2,3,3,5.8,5.3,5,Raheem,4.8,19,9,204.7,214,True,480.2,1489,,None,118,0,0,0,103955.jpg,5.6,0,0,Sterling,24.9,False,None,a,11,43,1088.0,96,1826953,24163,2391539,38109,0.4,8.1,Sterling,4
12,16,499,100,100,7,61366,1,-1,9,-9,1028.8,4,3,8.3,7.8,4,Kevin,7.3,14,6,222.0,215,True,650.8,1402,,2019-10-01T13:00:13.781598Z,104,0,0,0,61366.jpg,7.1,0,0,De Bruyne,45.7,False,None,a,11,43,539.0,120,3936602,148277,2052414,12347,0.7,11.5,De Bruyne,2
0,0,0,0,0,0,182156,0,0,-2,2,0.0,0,3,0.0,0.0,0,Leroy,0.0,0,0,0.0,216,False,0.0,0,Knee injury - Unknown return date,2019-08-04T23:30:16.051513Z,93,0,0,0,182156.jpg,0.0,0,0,Sané,0.2,False,None,i,11,43,0.0,0,1798,55,33807,66,0.0,0.0,Sané,0
6,10,289,None,None,3,103025,0,0,-2,2,380.7,3,3,6.2,5.7,8,Riyad,5.2,5,5,122.5,217,False,379.4,768,,None,83,0,0,0,103025.jpg,5.5,0,0,Mahrez,3.9,False,None,a,11,43,465.0,77,876360,38627,842310,2778,0.6,9.3,Mahrez,0
4,5,298,100,100,3,165809,0,0,-1,1,358.4,2,3,3.0,2.5,2,Bernardo Mota,2.0,17,5,131.3,218,False,393.8,1023,,2019-11-13T14:30:18.982377Z,79,0,0,0,165809.jpg,4.2,0,0,Veiga de Carvalho e Silva,9.6,False,None,a,11,43,562.0,68,781875,6242,1802289,11463,0.3,8.6,Bernardo Silva,4
8,8,292,25,25,6,20664,0,0,0,0,388.4,3,3,1.0,0.9,0,David,3.0,10,3,122.9,219,False,334.0,1010,Knock - 25% chance of playing,2019-12-10T22:00:14.810150Z,75,0,0,0,20664.jpg,5.3,0,0,Silva,5.6,False,None,d,11,43,506.0,79,1256481,755,1251716,28825,0.4,10.5,David Silva,0
1,0,43,100,100,0,209244,0,0,-4,4,78.8,0,3,2.3,1.8,1,Phil,1.3,2,0,21.1,220,False,54.4,140,,2019-09-17T15:30:09.993154Z,51,0,0,0,209244.jpg,1.3,0,0,Foden,0.3,False,None,a,11,43,78.0,12,10581,271,37829,346,0.3,2.4,Foden,0
0,0,206,None,None,5,27789,0,0,-3,3,45.6,0,3,3.0,2.5,2,Fernando,2.0,13,0,43.1,221,False,283.8,1213,,None,52,0,0,0,27789.jpg,1.9,1,0,Luiz Rosa,0.7,False,None,a,11,43,101.0,26,28724,646,69673,515,0.4,5.0,Fernandinho,3
0,3,216,75,100,3,59859,0,0,-3,3,373.9,0,3,2.2,2.5,8,Ilkay,2.0,16,2,84.8,222,False,223.8,1054,Knock - 75% chance of playing,2019-12-21T21:00:16.830224Z,52,0,0,0,59859.jpg,2.2,0,0,Gündogan,1.3,False,None,d,11,43,251.0,35,80537,1009,193878,999,0.4,6.7,Gündogan,7
1,1,94,100,100,0,145235,0,0,-3,3,164.0,0,2,1.5,1.0,0,José Ángel,0.5,7,0,31.6,440,False,92.6,422,,2019-10-29T22:00:20.039411Z,47,0,0,0,145235.jpg,1.8,0,0,Esmorís Tasende,0.2,False,None,a,11,43,58.0,11,16868,162,21236,736,0.1,2.3,Angeliño,1
1,3,275,100,100,5,220566,0,0,-1,1,255.3,0,3,4.2,3.7,1,Rodrigo,3.2,16,2,68.4,443,False,340.2,1162,,2019-11-23T19:30:19.850877Z,54,0,0,0,220566.jpg,2.8,0,0,Hernandez,1.1,False,None,a,11,43,89.0,45,137361,1531,175788,1942,0.6,8.3,Rodrigo,4
0,3,105,100,100,2,121145,0,0,-2,2,96.9,0,2,1.3,0.8,0,João Pedro Cavaco,0.3,3,0,24.8,518,False,90.0,397,,2019-08-09T13:00:15.096874Z,53,0,0,0,121145.jpg,3.2,0,0,Cancelo,0.9,False,None,a,11,43,61.0,19,115762,201,165699,1015,0.1,3.6,Cancelo,1
0,0,7,None,None,0,432656,0,0,0,0,0.6,0,2,1.2,0.7,0,Eric,0.2,1,0,1.0,544,False,9.8,32,,None,45,0,0,0,432656.jpg,1.0,0,0,Garcia,0.0,False,None,a,11,43,0.0,2,1450,40,1184,39,0.0,0.4,Garcia,0
0,0,0,None,None,0,17601,0,0,0,0,0.0,0,1,1.0,0.5,0,Scott,0.0,0,0,0.0,562,False,0.0,0,,None,40,0,0,0,17601.jpg,0.0,0,0,Carson,0.0,False,None,a,11,43,0.0,0,3290,156,1004,68,0.0,0.0,Carson,0
0,5,253,100,100,2,214590,0,0,-2,2,148.9,0,2,2.3,2.3,1,Aaron,1.8,20,0,54.3,122,False,335.2,1430,,2019-09-30T19:00:19.435462Z,53,0,0,0,214590.jpg,2.2,0,0,Wan-Bissaka,15.2,False,None,a,12,1,58.0,36,702690,3456,1891596,12348,0.3,6.8,Wan-Bissaka,4
0,0,250,100,100,2,95658,0,0,-2,2,130.9,0,2,1.8,1.8,1,Harry,1.3,22,0,70.0,160,False,339.2,1620,,2019-11-08T01:00:10.281816Z,53,0,0,0,95658.jpg,2.1,0,0,Maguire,10.9,False,None,a,12,1,226.0,37,437467,1655,928244,8327,0.2,7.0,Maguire,2
0,0,0,0,0,0,55909,0,0,-2,2,0.0,0,2,0.0,0.0,0,Chris,0.0,0,0,0.0,223,False,0.0,0,Joined AS Roma on loan until the end of the season on 30/8. - Expected back 01 Jul,2019-08-30T19:00:16.913287Z,53,0,0,0,55909.jpg,0.0,0,0,Smalling,0.1,False,None,n,12,1,0.0,0,1690,13,16191,18,0.0,0.0,Smalling,0
0,0,136,100,100,1,18892,0,0,-1,1,315.3,0,2,1.0,1.0,0,Ashley,0.5,10,0,47.8,224,False,144.0,863,,2019-11-02T14:30:18.780871Z,54,0,0,0,18892.jpg,1.6,0,0,Young,0.4,False,None,a,12,1,18.0,18,19263,129,33765,361,0.1,3.3,Young,5
0,3,253,100,100,2,184667,0,0,-2,2,44.3,0,2,2.7,2.7,1,Victor,2.2,21,1,38.8,225,False,300.4,1530,,2019-11-06T16:00:19.671750Z,53,1,0,0,184667.jpg,2.4,0,0,Lindelöf,1.3,False,None,a,12,1,43.0,41,71844,673,84937,1842,0.4,7.7,Lindelöf,3
0,0,84,100,100,1,106760,0,0,-1,1,96.3,0,2,1.3,1.3,0,Luke,0.8,6,0,24.5,226,False,104.6,495,,2019-12-07T19:30:17.457155Z,54,0,0,0,106760.jpg,1.8,0,0,Shaw,0.7,False,None,a,12,1,46.0,14,36839,447,126362,680,0.1,2.6,Shaw,2
0,0,9,25,25,0,58893,0,0,-2,2,1.9,0,2,0.1,0.1,0,Marcos,0.0,2,0,2.8,227,False,20.2,121,Muscle injury - 25% chance of playing,2019-11-22T11:30:18.673309Z,48,0,0,0,58893.jpg,1.0,0,0,Rojo,0.1,False,None,d,12,1,6.0,3,4731,6,11185,42,0.0,0.6,Rojo,1
0,0,0,0,0,0,197365,0,0,-1,1,0.0,0,2,0.0,0.0,0,Eric,0.0,0,0,0.0,228,False,0.0,0,Knee injury - Expected back 26 Dec,2019-07-26T12:00:09.210610Z,49,0,0,0,197365.jpg,0.0,0,0,Bailly,0.0,False,None,i,12,1,0.0,0,840,16,2619,6,0.0,0.0,Bailly,0
0,0,8,25,25,0,216051,0,0,-1,1,2.5,0,2,0.1,0.1,0,José Diogo,0.0,0,0,1.1,229,False,8.0,59,Lack of match fitness - 25% chance of playing,2019-10-06T18:00:16.956732Z,49,0,0,0,216051.jpg,1.0,0,0,Dalot Teixeira,0.1,False,None,d,12,1,0.0,1,1293,2,10491,22,0.0,0.2,Dalot,0
0,0,0,0,0,0,40002,0,0,-1,1,0.0,0,2,0.0,0.0,0,Matteo,0.0,0,0,0.0,230,False,0.0,0,Joined Parma on a permanent deal on 2/9,2019-09-02T10:00:09.526159Z,49,0,0,0,40002.jpg,0.0,0,0,Darmian,0.0,False,None,u,12,1,0.0,0,519,9,4741,15,0.0,0.0,Darmian,0
0,0,4,100,100,0,76359,0,0,-2,2,0.6,0,2,0.7,0.7,0,Phil,0.2,1,0,0.8,231,False,7.6,45,,2019-09-25T22:00:12.876760Z,48,0,0,0,76359.jpg,1.0,0,0,Jones,0.1,False,None,a,12,1,0.0,1,3756,39,11894,82,0.0,0.2,Jones,0
0,0,0,0,0,0,66749,0,0,0,0,0.0,0,4,0.0,0.0,0,Romelu,0.0,0,0,0.0,232,False,0.0,0,Joined Inter Milan on a permanent deal on 8/8,2019-08-08T16:00:18.534831Z,85,0,0,0,66749.jpg,0.0,0,0,Lukaku,0.3,False,None,u,12,1,0.0,0,1627,26,30483,54,0.0,0.0,Lukaku,0
5,20,376,100,100,3,176297,0,0,6,-6,348.5,3,4,7.5,7.5,2,Marcus,7.0,20,10,162.9,233,True,527.0,1576,,2019-10-30T23:30:12.727095Z,91,0,2,0,176297.jpg,5.8,0,0,Rashford,28.6,False,None,a,12,1,753.0,105,2457836,26770,1790917,52926,0.8,11.5,Rashford,2
0,3,90,100,100,0,220688,0,0,-2,2,27.6,0,4,3.3,3.3,1,Mason,2.8,5,2,25.9,234,False,90.0,274,,2019-10-07T15:00:20.948895Z,43,0,0,0,220688.jpg,1.9,0,0,Greenwood,10.7,False,None,a,12,1,146.0,26,926050,16420,1257883,14764,0.7,6.0,Greenwood,0
0,5,266,100,100,2,51940,0,0,0,0,0.0,1,1,2.5,2.5,1,David,2.0,22,0,36.2,235,False,363.0,1620,,2019-10-15T20:30:15.609048Z,55,0,0,0,51940.jpg,3.0,0,51,de Gea,12.9,False,None,a,12,1,0.0,54,837894,1653,963552,14196,0.4,9.8,de Gea,1
0,0,0,None,None,0,42899,0,0,-2,2,0.0,0,1,0.5,0.5,0,Sergio,0.0,0,0,0.0,236,False,0.0,0,,None,48,0,0,0,42899.jpg,0.0,0,0,Romero,0.2,False,None,a,12,1,0.0,0,4538,28,10762,61,0.0,0.0,Romero,0
0,0,0,None,None,0,6744,0,0,-2,2,0.0,0,1,0.5,0.5,0,Lee,0.0,0,0,0.0,237,False,0.0,0,,None,48,0,0,0,6744.jpg,0.0,0,0,Grant,0.1,False,None,a,12,1,0.0,0,585,5,4269,19,0.0,0.0,Grant,0
2,0,73,100,0,1,74208,0,0,-1,1,186.3,0,3,0.7,0.0,1,Paul,0.2,5,0,38.8,238,False,109.8,476,,2019-10-02T12:30:15.251342Z,84,0,1,0,74208.jpg,2.7,0,0,Pogba,3.3,False,None,a,12,1,91.0,16,298364,22202,638222,674,0.0,1.9,Pogba,0
3,4,148,100,100,3,148225,0,0,2,-2,175.4,1,3,3.5,3.5,2,Anthony,3.0,13,4,92.2,239,False,259.8,948,,2019-12-04T10:30:19.453851Z,77,0,1,0,148225.jpg,4.7,0,0,Martial,7.5,False,None,a,12,1,484.0,56,1694790,8883,1642245,26152,0.4,7.3,Martial,1
0,0,0,0,0,0,37265,0,0,-2,2,0.0,0,3,0.0,0.0,0,Alexis,0.0,0,0,0.0,240,False,0.0,0,Joined Inter on loan until the end of the season on 29/8. - Expected back 01 Jul,2019-08-09T10:00:14.686303Z,68,0,0,0,37265.jpg,0.0,0,0,Sánchez,0.4,False,None,n,12,1,0.0,0,1257,16,43250,44,0.0,0.0,Sánchez,0
0,0,65,100,100,1,109322,0,0,-2,2,224.5,0,3,2.2,2.2,2,Jesse,1.7,12,0,49.0,241,False,64.0,758,,2019-12-11T12:00:19.450866Z,63,0,0,0,109322.jpg,1.4,0,0,Lingard,0.8,False,None,a,12,1,201.0,21,55108,405,114012,559,0.3,3.3,Lingard,2
0,0,52,None,None,2,43670,0,0,-3,3,110.7,0,3,1.2,1.2,1,Juan,0.7,5,0,20.8,242,False,31.2,394,,None,62,0,0,0,43670.jpg,1.6,0,0,Mata,0.3,False,None,a,12,1,67.0,16,12875,64,31592,136,0.1,2.6,Mata,1
5,2,231,100,100,2,200617,0,0,2,-2,330.6,0,3,3.8,3.8,1,Daniel,3.3,21,3,104.0,243,False,334.6,1484,,2019-09-18T13:00:18.535186Z,62,0,0,0,200617.jpg,3.6,0,0,James,11.7,False,None,a,12,1,377.0,65,1687110,8954,1136521,30965,0.5,10.5,James,3
0,0,163,None,None,0,101582,0,0,-2,2,295.5,0,3,2.3,2.3,2,Frederico,1.8,16,0,60.1,244,False,208.8,1048,,None,53,0,0,0,101582.jpg,1.6,0,0,Rodrigues de Paula Santos,0.2,False,None,a,12,1,96.0,22,12206,357,14465,392,0.3,4.2,Fred,3
0,0,3,100,100,0,209041,0,0,-2,2,1.0,0,3,0.5,0.5,0,Angel,0.0,1,0,0.1,245,False,0.2,9,,2019-11-06T16:30:15.083893Z,48,0,0,0,209041.jpg,1.0,0,0,Gomes,0.1,False,None,a,12,1,0.0,1,4756,23,9932,74,0.0,0.2,Gomes,0
1,1,119,None,None,3,156689,0,0,0,0,259.5,0,3,1.3,1.3,0,Andreas,0.8,13,1,64.8,246,False,158.2,979,,None,50,0,0,0,156689.jpg,2.5,0,0,Pereira,0.5,False,None,a,12,1,229.0,37,108244,91,107883,1004,0.2,7.4,Pereira,2
0,0,22,100,100,1,62398,0,0,-2,2,8.1,0,3,0.5,0.5,0,Nemanja,0.0,1,0,6.5,247,False,25.2,158,,2019-11-22T12:00:17.063377Z,48,0,0,0,62398.jpg,2.0,0,0,Matic,0.3,False,None,a,12,1,32.0,6,11854,61,39809,102,0.0,1.2,Matic,0
2,6,233,100,100,2,195851,0,0,1,-1,188.9,0,3,1.8,1.8,2,Scott,1.3,16,2,80.0,248,False,327.4,1406,,2019-11-10T16:30:22.747107Z,51,0,0,0,195851.jpg,3.4,0,0,McTominay,2.5,False,None,a,12,1,284.0,55,388310,2664,287447,5848,0.3,10.8,McTominay,1
0,0,4,None,None,0,222677,0,0,-2,2,0.5,0,3,0.5,0.5,0,Tahith,0.0,0,0,0.2,249,False,1.4,24,,None,43,0,0,0,222677.jpg,1.0,0,0,Chong,0.8,False,None,a,12,1,0.0,2,88691,1853,60399,1780,0.0,0.5,Chong,0
0,0,3,None,None,0,232928,0,0,-2,2,2.8,0,3,0.5,0.5,0,James,0.0,1,0,0.5,250,False,2.2,8,,None,43,0,0,0,232928.jpg,1.0,0,0,Garner,0.2,False,None,a,12,1,0.0,1,22791,1877,20398,403,0.0,0.2,Garner,0
0,0,30,100,100,0,180804,0,0,-1,1,6.2,0,2,0.8,0.8,0,Axel,0.3,3,0,2.4,481,False,17.6,187,,2019-11-22T12:00:17.663942Z,44,0,0,0,180804.jpg,1.4,0,0,Tuanzebe,0.1,False,None,a,12,1,0.0,7,7598,40,11215,76,0.1,1.6,Tuanzebe,0
0,0,45,None,None,0,232937,0,0,1,-1,50.6,0,2,1.5,1.5,0,Brandon,1.0,6,1,16.8,549,False,77.6,268,,None,41,0,0,0,232937.jpg,1.8,0,0,Williams,1.7,False,None,a,12,1,40.0,9,170791,2400,61873,4271,0.2,2.2,Williams,3
0,0,49,0,0,1,56983,0,0,-2,2,98.0,0,2,0.0,0.0,0,Matt,0.0,4,0,15.8,251,False,48.6,270,Ankle injury - Expected back 11 Jan,2019-08-28T21:30:17.608501Z,53,0,0,0,56983.jpg,2.7,0,0,Ritchie,0.1,False,None,i,13,4,12.0,8,7731,6,35369,60,0.0,1.5,Ritchie,1
0,2,185,100,100,4,119471,0,0,0,0,21.7,0,2,0.8,1.3,5,Fabian,1.3,16,1,38.0,252,False,279.8,1018,,2019-10-24T10:30:13.201858Z,50,0,0,0,119471.jpg,3.3,0,0,Schär,1.5,False,None,a,13,4,78.0,40,138302,435,172613,734,0.3,8.0,Schär,3
0,0,81,100,100,1,151119,0,0,-1,1,60.9,0,2,-0.2,0.3,1,DeAndre,0.3,8,1,20.4,253,False,103.0,557,,2019-11-29T11:00:12.462280Z,44,0,0,0,151119.jpg,2.6,0,0,Yedlin,0.1,False,None,a,13,4,39.0,21,10671,127,8401,174,0.1,4.8,Yedlin,1
2,4,185,None,None,2,57145,0,0,-1,1,36.4,2,2,3.5,4.0,6,Federico,4.0,10,2,50.1,254,False,332.8,833,,None,44,0,0,0,57145.jpg,3.8,0,0,Fernández,0.6,False,None,a,13,4,133.0,45,44882,4545,14965,1006,0.9,10.2,Fernández,3
0,4,227,25,None,5,106618,0,0,-1,1,63.1,0,2,2.1,3.3,8,Paul,3.3,20,0,37.7,255,False,265.2,1215,Groin Injury - 25% chance of playing,2019-12-22T12:00:20.457928Z,44,1,0,0,106618.jpg,2.9,0,0,Dummett,0.3,False,None,d,13,4,50.0,43,24068,334,23092,388,0.7,9.8,Dummett,2
1,4,121,None,None,3,109528,0,0,-2,2,40.2,1,2,3.2,3.7,6,Javier,3.7,6,0,16.8,256,False,102.4,665,,None,43,0,0,0,109528.jpg,3.6,0,0,Manquillo,0.3,False,None,a,13,4,24.0,32,18415,2328,10597,393,0.9,7.4,Manquillo,2
0,0,23,100,100,1,77359,0,0,-1,1,0.8,0,2,0.5,1.0,6,Florian,1.0,0,0,3.5,257,False,25.2,90,,2019-06-25T11:30:07.214396Z,44,0,0,0,77359.jpg,6.0,0,0,Lejeune,0.0,False,None,a,13,4,9.0,6,483,122,398,14,0.2,1.4,Lejeune,0
0,3,180,0,0,3,101148,0,0,-2,2,13.2,1,2,0.0,0.0,0,Jamaal,0.0,18,1,29.7,258,False,218.2,1000,Leg injury - Unknown return date,2019-11-09T17:30:13.080996Z,43,0,0,0,101148.jpg,3.2,0,0,Lascelles,2.7,False,None,i,13,4,65.0,38,152302,42,444339,3262,0.0,8.8,Lascelles,1
0,2,142,0,0,2,58845,0,0,-2,2,12.9,1,2,0.0,0.0,0,Ciaran,1.5,9,2,34.7,259,False,222.8,765,Calf injury - Unknown return date,2019-12-09T10:00:20.096036Z,43,0,0,0,58845.jpg,3.8,0,0,Clark,0.5,False,None,i,13,4,110.0,34,60092,10,43641,2842,0.3,7.9,Clark,2
0,0,12,None,None,0,196118,0,0,-3,3,4.1,0,4,-0.3,0.2,0,Yoshinori,0.2,3,0,2.0,260,False,6.2,111,,None,52,0,0,0,196118.jpg,1.0,0,0,Muto,0.1,False,None,a,13,4,12.0,6,5884,19,12049,46,0.0,1.2,Muto,0
0,0,0,0,0,0,61316,0,0,0,0,0.0,0,4,0.0,0.0,0,Jose Luis,0.0,0,0,0.0,261,False,0.0,0,Joined Alaves on a permanent deal on 15/7,2019-07-16T00:30:14.636406Z,50,0,0,0,61316.jpg,0.0,0,0,Mato Sanmartín,0.0,False,None,u,13,4,0.0,0,1132,8,3804,10,0.0,0.0,Joselu,0
0,5,344,None,None,5,67089,0,0,0,0,0.0,1,1,4.7,5.2,8,Martin,5.2,24,0,50.4,262,False,503.0,1620,,None,50,0,0,0,67089.jpg,3.9,0,67,Dubravka,1.3,False,None,a,13,4,0.0,71,70692,2152,59264,1585,1.0,14.2,Dubravka,0
0,0,0,100,75,0,59735,0,0,-2,2,0.0,0,1,-0.5,0.0,0,Karl,0.0,0,0,0.0,263,False,0.0,0,,2019-12-21T00:30:21.220532Z,43,0,0,0,59735.jpg,0.0,0,0,Darlow,0.1,False,None,a,13,4,0.0,0,1607,14,5563,37,0.0,0.0,Darlow,0
0,0,0,0,0,0,155503,0,0,0,0,0.0,0,1,0.0,0.0,0,Frederick,0.0,0,0,0.0,264,False,0.0,0,Joined Swansea City on loan until the end of the season on 1/8. - Expected back 01 Jul,2019-08-01T10:00:13.686109Z,40,0,0,0,155503.jpg,0.0,0,0,Woodman,0.9,False,None,n,13,4,0.0,0,20451,246,33753,364,0.0,0.0,Woodman,0
1,3,145,100,75,6,179018,0,0,-2,2,168.4,1,3,3.2,2.8,10,Miguel,3.7,20,1,69.6,266,False,190.6,1428,,2019-12-13T10:00:16.251785Z,58,0,0,0,179018.jpg,2.8,0,0,Almirón,0.4,False,None,a,13,4,341.0,48,30639,2638,59186,206,0.6,8.3,Almirón,3
3,0,95,100,100,2,104953,0,0,-1,1,173.4,0,3,0.8,1.3,0,Christian,1.3,12,0,33.4,267,False,111.6,562,,2019-08-16T12:00:11.640631Z,54,0,0,0,104953.jpg,2.1,0,0,Atsu,0.1,False,None,a,13,4,49.0,30,22330,73,25345,195,0.2,5.6,Atsu,1
0,0,18,0,0,0,76542,0,0,-3,3,39.8,0,3,0.0,0.0,0,Sung-yueng,0.0,6,0,5.8,268,False,17.8,135,Unknown - Unknown return date,2019-12-13T10:00:16.265295Z,47,0,0,0,76542.jpg,1.3,0,0,Ki,0.1,False,None,i,13,4,0.0,4,1210,5,4540,30,0.0,0.9,Ki Sung-yueng,0
0,9,218,100,75,3,50232,0,0,1,-1,251.9,0,3,4.8,4.0,3,Jonjo,5.3,14,5,73.0,269,False,312.6,940,,2019-12-13T10:00:16.278462Z,51,0,0,0,50232.jpg,4.8,0,0,Shelvey,1.7,False,None,a,13,4,165.0,58,167445,7740,79594,3974,1.0,11.4,Shelvey,1
2,0,92,100,100,2,180135,0,0,0,0,154.1,0,3,0.7,1.2,1,Sean,1.2,11,0,34.5,270,False,125.2,734,,2019-10-27T16:30:09.941612Z,50,0,0,0,180135.jpg,2.1,1,0,Longstaff,0.3,False,None,a,13,4,66.0,23,16991,42,48120,143,0.2,4.6,Longstaff,1
2,2,161,100,100,4,153127,0,0,-1,1,112.6,0,3,1.8,2.3,3,Isaac,2.3,22,0,42.2,271,False,213.4,1275,,2019-09-29T18:00:18.547838Z,44,0,0,0,153127.jpg,2.4,1,0,Hayden,3.8,False,None,a,13,4,96.0,36,277230,1459,474759,3379,0.5,8.2,Hayden,2
1,3,127,100,100,3,180974,0,0,-4,4,234.1,0,4,1.0,1.5,2,Joelinton Cássio,1.5,19,1,68.2,466,False,150.0,1347,,2019-08-28T18:30:16.689545Z,56,0,0,0,180974.jpg,2.2,0,0,Apolinário de Lira,0.9,False,None,a,13,4,296.0,40,126257,233,223116,996,0.3,7.1,Joelinton,3
0,0,0,0,0,0,58771,0,0,-1,1,0.0,0,3,0.0,0.0,0,Jack,0.0,0,0,0.0,482,False,0.0,0,Not included in Newcastle United's 25-man Premier League squad. - Unknown return date,2019-09-18T22:00:13.777925Z,44,0,0,0,58771.jpg,0.0,0,0,Colback,0.1,False,None,n,13,4,0.0,0,23442,18,22075,93,0.0,0.0,Colback,0
0,0,0,0,0,0,114243,0,0,-2,2,0.0,0,3,0.0,0.0,0,Jacob,0.0,0,0,0.0,483,False,0.0,0,Joined Sheffield Wednesday on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T16:30:11.441250Z,48,0,0,0,114243.jpg,0.0,0,0,Murphy,0.0,False,None,n,13,4,0.0,0,198,2,1295,1,0.0,0.0,Murphy,0
2,6,243,75,100,3,92159,0,0,2,-2,132.5,1,2,1.9,3.0,0,Jetro,3.0,15,2,59.3,498,False,290.0,1173,Knock - 75% chance of playing,2019-12-22T12:00:21.257198Z,47,0,0,0,92159.jpg,4.3,0,0,Willems,3.6,False,None,d,13,4,169.0,60,332109,1627,103575,18694,0.6,12.8,Willems,0
0,0,0,0,0,0,155513,0,0,-2,2,0.0,0,3,0.0,0.0,0,Rolando,0.0,0,0,0.0,499,False,0.0,0,Joined Wycombe Wanderers on loan until January on 2/9. - Expected back 01 Feb,2019-09-02T12:30:12.780747Z,48,0,0,0,155513.jpg,0.0,0,0,Aarons,0.0,False,None,n,13,4,0.0,0,1377,7,4174,8,0.0,0.0,Aarons,0
