assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,2,155,25,None,1,153133,0,0,-4,4,253.8,0,3,0.4,1.2,1,Alex,1.7,21,1,71.7,17,False,182.2,1039,Hamstring injury - 25% chance of playing,2019-12-21T14:30:20.051028Z,56,0,0,0,153133.jpg,2.2,0,0,Iwobi,1.1,False,None,d,8,11,281.0,35,132536,105,222108,2057,0.3,6.2,Iwobi,0
3,7,305,100,50,4,101188,0,0,-3,3,641.1,2,2,2.2,0.9,9,Lucas,2.2,28,0,116.2,141,False,367.2,1527,,2019-12-07T15:00:20.727558Z,57,1,0,0,101188.jpg,2.9,0,0,Digne,11.6,False,None,a,8,11,153.0,53,951645,11968,1803218,3493,0.4,9.3,Digne,2
0,4,256,100,100,4,164511,0,0,-2,2,52.3,0,2,1.7,1.2,6,Yerry,1.7,25,0,59.5,142,False,293.4,1440,,2019-12-06T14:30:16.477158Z,53,1,0,0,164511.jpg,2.5,0,0,Mina,2.1,False,None,a,8,11,249.0,40,364165,1724,387735,588,0.3,7.5,Mina,1
0,3,216,None,None,3,106611,0,0,-2,2,20.5,0,2,2.0,1.5,1,Michael,2.0,25,1,41.6,143,False,262.8,1279,,None,53,0,0,0,106611.jpg,2.6,0,0,Keane,2.3,False,None,a,8,11,132.0,42,140735,860,207424,1618,0.4,7.9,Keane,0
1,2,138,100,100,2,59949,0,0,-2,2,105.3,0,2,0.3,-0.2,0,Seamus,0.3,14,0,35.3,144,False,143.2,779,,2019-11-29T15:30:19.353099Z,53,0,0,0,59949.jpg,2.1,1,0,Coleman,1.2,False,None,a,8,11,104.0,21,109782,173,256431,480,0.1,4.0,Coleman,3
1,0,22,100,100,0,12745,0,0,-1,1,2.3,0,2,1.0,0.5,0,Leighton,1.0,1,0,2.0,145,False,16.8,73,,2019-07-30T15:00:09.168977Z,49,0,0,0,12745.jpg,3.0,0,0,Baines,0.2,False,None,a,8,11,1.0,6,9667,191,10453,472,0.2,1.2,Baines,0
0,0,41,100,100,1,66838,0,0,-3,3,48.8,0,4,0.7,0.2,2,Cenk,0.7,4,1,25.3,146,False,42.4,288,,2019-11-14T10:00:15.071754Z,57,0,0,0,66838.jpg,2.4,0,0,Tosun,0.1,False,None,a,8,11,163.0,12,6436,40,14894,63,0.1,2.1,Tosun,0
0,5,158,None,None,3,177815,0,0,-3,3,71.0,0,4,3.3,2.8,2,Dominic,3.3,18,5,64.4,147,False,207.4,947,,None,57,0,0,0,177815.jpg,3.1,0,0,Calvert-Lewin,1.4,False,None,a,8,11,371.0,49,142833,6163,169329,3744,0.6,8.6,Calvert-Lewin,2
0,3,306,None,None,4,111234,-1,1,-2,2,3.0,1,1,3.0,2.5,6,Jordan,3.0,29,0,37.3,148,False,370.0,1620,,None,53,0,0,0,111234.jpg,3.1,0,47,Pickford,7.1,False,None,a,8,11,0.0,55,391762,3392,588255,2321,0.6,10.4,Pickford,0
0,0,0,None,None,0,10318,0,0,0,0,0.0,0,1,0.0,-0.5,0,Maarten,0.0,0,0,0.0,149,False,0.0,0,,None,40,0,0,0,10318.jpg,0.0,0,0,Stekelenburg,8.1,False,None,a,8,11,0.0,0,178563,769,179230,2113,0.0,0.0,Stekelenburg,0
3,7,254,None,None,4,212319,0,0,-1,1,254.5,1,3,4.3,3.8,3,Richarlison,4.3,28,6,130.3,150,False,431.6,1547,,None,79,0,0,0,212319.jpg,4.6,0,0,de Andrade,9.6,False,None,a,8,11,616.0,82,935830,59442,906895,17647,0.5,10.4,Richarlison,4
1,0,183,100,75,3,55422,-1,1,-7,7,420.0,0,3,1.5,0.8,2,Gylfi,1.5,23,1,94.1,151,False,220.0,1236,,2019-12-15T14:00:20.543752Z,73,0,0,0,55422.jpg,2.4,0,0,Sigurdsson,2.6,False,None,a,8,11,302.0,40,116376,1123,783787,1089,0.2,5.4,Sigurdsson,2
1,5,108,100,100,4,100649,0,0,-1,1,118.8,2,3,1.3,0.8,0,Bernard,1.3,6,2,40.7,152,False,152.4,576,,2019-10-26T16:30:19.314673Z,64,0,0,0,100649.jpg,3.3,0,0,Anício Caldeira Duarte,0.6,False,None,a,8,11,137.0,36,184028,274,202817,381,0.2,5.6,Bernard,2
1,0,43,0,0,1,20467,0,0,-3,3,107.5,0,3,0.0,0.0,0,Theo,0.7,7,0,46.9,153,False,62.6,519,Calf injury - Expected back 11 Jan,2019-12-07T15:00:20.761324Z,62,0,0,0,20467.jpg,1.8,0,0,Walcott,0.4,False,None,i,8,11,299.0,20,14707,9,51973,214,0.1,3.2,Walcott,1
1,3,105,None,None,2,173807,0,0,-2,2,36.0,1,3,2.0,1.5,2,Tom,2.0,15,1,35.2,154,False,137.6,822,,None,53,0,0,0,173807.jpg,2.5,0,0,Davies,0.2,False,None,a,8,11,177.0,30,11363,332,12621,203,0.4,5.7,Davies,4
0,0,0,0,0,0,219352,0,0,0,0,0.0,0,3,0.0,0.0,0,Ademola,0.0,0,0,0.0,155,False,0.0,0,Joined RB Leipzig on a permanent deal on 25/7,2019-07-25T09:00:14.381716Z,50,0,0,0,219352.jpg,0.0,0,0,Lookman,0.0,False,None,u,8,11,0.0,0,170,7,551,4,0.0,0.0,Lookman,0
0,0,0,0,0,0,80801,0,0,0,0,0.0,0,3,0.0,0.0,0,Idrissa,0.0,0,0,0.0,156,False,0.0,0,Joined PSG on a permanent deal on 30/7,2019-07-30T09:00:05.841634Z,50,0,0,0,80801.jpg,0.0,0,0,Gueye,0.0,False,None,u,8,11,0.0,0,364,5,2024,4,0.0,0.0,Gueye,0
0,0,86,50,0,1,42774,0,0,-1,1,57.8,0,3,0.0,0.0,0,Morgan,0.7,14,0,17.7,158,False,92.2,737,Calf injury - 50% chance of playing,2019-12-13T14:30:14.092442Z,44,0,0,0,42774.jpg,1.2,1,0,Schneiderlin,0.7,False,None,d,8,11,26.0,13,36034,36,74113,794,0.2,3.0,Schneiderlin,3
0,0,105,100,75,1,41823,0,0,-2,2,62.9,0,2,1.0,0.4,6,Fabian,1.0,14,0,17.3,205,False,102.2,629,,2019-11-07T14:00:19.197739Z,53,0,0,0,41823.jpg,1.5,0,0,Delph,0.2,False,None,a,8,11,8.0,12,9080,225,26453,36,0.2,2.3,Delph,2
0,0,71,0,0,2,120250,-1,1,-3,3,90.4,0,3,0.0,0.0,0,André Filipe,0.0,8,0,15.8,422,False,55.0,584,Ankle injury - Unknown return date,2019-11-03T18:30:18.626117Z,52,0,0,0,120250.jpg,1.6,0,0,Tavares Gomes,0.3,False,None,i,8,11,13.0,13,12487,12,68275,82,0.0,2.5,André Gomes,3
0,0,0,None,None,0,232964,0,0,-2,2,0.0,0,2,0.0,-0.5,0,Lewis,0.0,0,0,0.0,477,False,0.0,0,,None,43,0,0,0,232964.jpg,0.0,0,0,Gibson,0.1,False,None,a,8,11,0.0,0,3993,35,9362,59,0.0,0.0,Gibson,0
2,1,156,None,None,1,194164,0,0,-1,1,32.3,0,2,1.8,1.3,6,Mason,1.8,16,0,26.6,478,False,183.0,828,,None,44,0,0,0,194164.jpg,2.2,0,0,Holgate,0.3,False,None,a,8,11,50.0,24,23366,3537,15238,237,0.4,5.5,Holgate,2
0,0,0,100,100,0,57513,0,0,-2,2,0.0,0,1,0.0,-0.5,0,Jonas,0.0,0,0,0.0,479,False,0.0,0,,2019-09-08T18:30:16.855771Z,43,0,0,0,57513.jpg,0.0,0,0,Lössl,0.3,False,None,a,8,11,0.0,0,2062,9,26362,100,0.0,0.0,Lössl,0
1,0,36,None,None,0,242058,0,0,-6,6,47.2,0,4,0.7,0.2,1,Moise,0.7,10,0,21.4,496,False,25.8,357,,None,64,0,0,0,242058.jpg,1.4,0,0,Kean,1.4,False,None,a,8,11,146.0,18,74104,296,436566,445,0.1,2.8,Kean,0
0,0,14,0,0,1,160987,0,0,-2,2,6.3,0,3,0.0,0.0,0,Jean-Philippe,0.0,0,0,2.6,497,False,20.0,135,Thigh injury - Expected back 18 Jan,2019-08-23T21:30:13.493993Z,48,0,0,0,160987.jpg,2.0,0,0,Gbamin,0.0,False,None,i,8,11,0.0,4,2720,4,7026,7,0.0,0.8,Gbamin,0
3,4,166,100,75,2,102747,0,0,-2,2,127.2,0,2,3.0,1.9,6,Djibril,3.0,13,0,37.1,511,False,206.6,760,,2019-12-15T14:00:21.169468Z,53,0,0,0,102747.jpg,3.4,0,0,Sidibé,0.3,False,None,a,8,11,37.0,34,21601,2020,25540,288,0.6,6.4,Sidibé,2
0,0,0,75,75,0,195855,0,0,0,0,0.0,0,3,0.0,-0.4,0,Beni,0.0,0,0,0.0,557,False,0.0,0,Shin injury - 75% chance of playing,2019-11-29T16:00:27.549912Z,45,0,0,0,195855.jpg,0.0,0,0,Baningime,0.0,False,None,d,8,11,0.0,0,478,8,413,9,0.0,0.0,Baningime,0
0,0,0,None,None,0,232826,0,0,0,0,0.0,0,4,0.0,-0.5,0,Anthony,0.0,0,0,0.0,561,False,0.0,0,,None,45,0,0,0,232826.jpg,0.0,0,0,Gordon,0.0,False,None,a,8,11,0.0,0,1668,49,1103,82,0.0,0.0,Gordon,0
0,0,2,None,None,0,113688,0,0,0,0,0.3,0,4,0.3,-0.2,0,Oumar,0.3,0,0,0.3,570,False,3.0,1,,None,45,0,0,0,113688.jpg,1.0,0,0,Niasse,0.0,False,None,a,8,11,0.0,1,817,99,254,66,0.1,0.2,Niasse,0
0,0,0,None,None,0,56192,0,0,0,0,0.0,0,2,0.0,-0.5,0,Rhu-endly,0.0,0,0,0.0,577,False,0.0,0,,None,40,0,0,0,56192.jpg,0.0,0,0,Martina,0.0,False,None,a,8,11,0.0,0,410,128,68,39,0.0,0.0,Cuco Martina,0
1,10,364,None,None,7,111931,0,0,5,-5,270.9,2,2,3.7,3.7,1,Ricardo Domingos,4.2,14,2,90.2,159,True,488.2,1620,,None,65,0,0,0,111931.jpg,4.8,0,0,Barbosa Pereira,17.0,False,None,a,9,13,143.0,86,1226782,6781,486662,24581,0.6,13.2,Pereira,1
3,3,304,100,100,6,172850,0,0,3,-3,340.9,1,2,2.0,2.0,1,Benjamin,2.5,12,1,74.8,161,False,309.6,1339,,2019-12-04T20:00:11.580379Z,58,0,0,0,172850.jpg,4.6,0,0,Chilwell,12.4,False,None,a,9,13,97.0,69,1028272,3829,549028,20338,0.4,11.9,Chilwell,1
2,7,377,100,100,7,37642,0,0,2,-2,41.3,2,2,4.7,4.7,1,Jonny,5.2,14,1,60.0,162,False,389.4,1591,,2019-11-23T17:00:22.413179Z,52,0,0,0,37642.jpg,4.3,0,0,Evans,5.8,False,None,a,9,13,169.0,78,467561,11829,150776,7695,1.0,15.0,Evans,3
0,0,52,None,None,1,37402,0,0,-2,2,31.2,0,2,0.5,0.5,0,Christian,1.0,2,0,9.6,163,False,62.6,274,,None,43,0,0,0,37402.jpg,2.8,0,0,Fuchs,0.3,False,None,a,9,13,2.0,11,18748,95,29577,194,0.2,2.6,Fuchs,0
1,6,394,None,None,7,218031,0,0,6,-6,35.0,1,2,2.5,2.5,0,Çaglar,3.0,14,1,64.4,164,False,456.0,1620,,None,51,0,0,0,218031.jpg,4.1,0,0,Söyüncü,20.0,False,None,a,9,13,151.0,73,1685180,7795,348808,23983,0.6,14.3,Söyüncü,4
0,0,15,100,100,0,15033,0,0,-4,4,0.1,0,2,-0.3,-0.3,0,Wes,0.2,0,0,2.2,165,False,22.2,56,,2019-08-28T21:30:17.515643Z,41,0,0,0,15033.jpg,1.0,0,0,Morgan,0.7,False,None,a,9,13,0.0,4,23201,434,77586,429,0.0,1.0,Morgan,0
5,25,524,None,None,7,101668,0,0,11,-11,177.2,6,4,7.8,7.8,9,Jamie,8.3,14,17,168.5,166,True,701.6,1620,,None,101,0,0,0,101668.jpg,7.9,0,0,Vardy,51.4,False,None,a,9,13,810.0,142,3519977,25455,685113,12307,0.8,14.1,Vardy,2
2,5,79,None,None,0,173515,0,0,-3,3,60.9,1,4,3.2,3.2,0,Kelechi,3.7,2,2,30.4,167,False,111.4,129,,None,57,0,0,0,173515.jpg,7.3,0,0,Iheanacho,0.4,False,None,a,9,13,131.0,22,29361,309,31809,2105,0.6,3.9,Iheanacho,1
0,2,337,None,None,7,17745,0,0,4,-4,10.0,0,1,3.3,3.3,5,Kasper,3.8,14,0,41.0,168,False,400.2,1620,,None,54,0,0,0,17745.jpg,4.2,0,47,Schmeichel,14.8,False,None,a,9,13,0.0,75,901317,6377,353137,12794,0.7,13.9,Schmeichel,0
0,0,0,None,None,0,11974,0,0,-2,2,0.0,0,1,-0.5,-0.5,0,Eldin,0.0,0,0,0.0,169,False,0.0,0,,None,43,0,0,0,11974.jpg,0.0,0,0,Jakupovic,0.1,False,None,a,9,13,0.0,0,1171,8,4812,26,0.0,0.0,Jakupovic,0
0,0,0,None,None,0,95463,0,0,-2,2,0.0,0,1,-0.5,-0.5,0,Danny,0.0,0,0,0.0,170,False,0.0,0,,None,43,0,0,0,95463.jpg,0.0,0,0,Ward,0.2,False,None,a,9,13,0.0,0,1933,18,8010,60,0.0,0.0,Ward,0
5,11,351,100,100,6,172780,0,0,8,-8,725.8,1,3,4.2,4.2,2,James,4.7,13,5,162.0,171,False,440.8,1502,,2019-11-16T20:30:13.269322Z,78,0,0,0,172780.jpg,5.3,0,0,Maddison,27.2,False,None,a,9,13,453.0,90,2171453,28040,966893,44651,0.6,11.5,Maddison,1
6,3,163,75,None,5,201666,0,0,-1,1,241.1,1,3,1.5,2.0,5,Harvey,2.5,7,1,86.1,172,False,195.6,1007,Ankle injury - 75% chance of playing,2019-12-21T19:30:16.602039Z,59,0,0,0,201666.jpg,3.4,0,0,Barnes,0.8,False,None,d,9,13,423.0,58,128442,425,99236,2769,0.4,9.8,Barnes,0
0,0,0,0,0,0,115858,0,0,-3,3,0.0,0,3,0.0,0.0,0,Rachid,0.0,0,0,0.0,173,False,0.0,0,Joined Fiorentina on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-18T22:00:13.300063Z,52,0,0,0,115858.jpg,0.0,0,0,Ghezzal,0.0,False,None,n,9,13,0.0,0,546,5,3763,5,0.0,0.0,Ghezzal,0
1,0,63,None,None,0,51938,0,0,-3,3,118.5,0,3,0.0,0.0,1,Marc,0.5,3,0,20.4,174,False,53.2,230,,None,52,0,0,0,51938.jpg,1.3,0,0,Albrighton,0.2,False,None,a,9,13,33.0,12,8015,45,19711,96,0.1,2.3,Albrighton,1
2,0,51,100,100,0,172632,0,0,-4,4,89.0,0,3,0.5,0.5,1,Demarai,1.0,2,0,23.7,175,False,60.8,277,,2019-12-01T23:30:20.997051Z,51,0,0,0,172632.jpg,1.5,0,0,Gray,0.3,False,None,a,9,13,86.0,17,8514,51,33486,102,0.2,3.3,Gray,1
0,5,283,100,100,7,203341,0,0,0,0,166.5,0,3,1.8,1.8,1,Wilfred,2.3,13,2,70.8,176,False,403.8,1530,,2019-08-27T11:00:13.484600Z,50,0,0,0,203341.jpg,3.1,0,0,Ndidi,2.7,False,None,a,9,13,135.0,53,361434,1069,310286,3765,0.5,10.6,Ndidi,3
0,0,0,0,0,0,61604,0,0,-2,2,0.0,0,3,0.0,0.0,0,Matty,0.0,0,0,0.0,177,False,0.0,0,Achilles injury - Unknown return date,2019-08-27T12:30:14.308742Z,43,0,0,0,61604.jpg,0.0,0,0,James,0.2,False,None,i,9,13,0.0,0,10552,71,22863,131,0.0,0.0,James,0
0,0,0,100,100,0,155569,0,0,-2,2,0.0,0,3,-0.5,-0.5,0,Daniel,0.0,0,0,0.0,178,False,0.0,0,,2019-06-25T11:30:07.144362Z,43,0,0,0,155569.jpg,0.0,0,0,Amartey,0.3,False,None,a,9,13,0.0,0,24322,424,27122,492,0.0,0.0,Amartey,0
0,0,2,100,100,0,86881,0,0,-2,2,0.0,0,3,-0.5,-0.5,0,Nampalys,0.0,0,0,0.1,179,False,1.2,1,,2019-07-30T15:00:09.217034Z,43,0,0,0,86881.jpg,1.0,0,0,Mendy,1.1,False,None,a,9,13,0.0,1,78138,1890,77887,1614,0.0,0.2,Mendy,0
1,0,67,None,None,1,197469,0,0,-2,2,42.9,0,3,-0.3,-0.3,0,Hamza,0.2,4,0,16.0,180,False,75.0,339,,None,43,0,0,0,197469.jpg,1.7,0,0,Choudhury,0.8,False,None,a,9,13,43.0,15,98504,2635,95792,1298,0.0,3.5,Choudhury,1
2,2,175,None,None,5,168580,0,0,-4,4,171.9,1,3,1.7,1.7,2,Ayoze,2.2,8,4,78.5,265,False,248.6,943,,None,61,0,0,0,168580.jpg,3.9,0,0,Pérez,4.7,False,None,a,9,13,364.0,59,528909,1502,1212987,11956,0.4,9.7,Pérez,0
1,0,20,None,None,0,220627,0,0,-2,2,22.2,0,2,0.3,0.3,0,James,0.8,0,0,4.6,433,False,24.6,20,,None,48,0,0,0,220627.jpg,2.5,0,0,Justin,0.1,False,None,a,9,13,0.0,5,2370,26,6569,52,0.2,1.0,Justin,0
3,4,295,None,None,7,166989,0,0,0,0,427.3,2,3,1.8,1.8,2,Youri,2.3,14,3,103.5,448,False,314.2,1575,,None,65,0,0,0,166989.jpg,3.9,0,0,Tielemans,7.2,False,None,a,9,13,292.0,71,841369,2633,728181,22889,0.4,10.9,Tielemans,0
0,0,0,0,0,0,13152,0,0,-2,2,0.0,0,3,0.0,0.0,0,Andy,0.0,0,0,0.0,480,False,0.0,0,Joined Rangers on loan until the end of the season on 15/8. - Expected back 01 Jul,2019-08-15T22:00:13.587784Z,43,0,0,0,13152.jpg,0.0,0,0,King,0.3,False,None,n,9,13,0.0,0,38786,186,60158,352,0.0,0.0,King,0
2,0,106,None,None,1,106837,0,0,-2,2,88.8,0,3,1.0,1.0,1,Dennis,1.5,4,0,25.4,517,False,78.8,485,,None,53,0,0,0,106837.jpg,1.8,0,0,Praet,0.1,False,None,a,9,13,87.0,24,3640,35,7032,62,0.3,4.5,Praet,0
5,8,355,100,100,3,122798,0,0,0,0,371.3,0,2,3.7,0.0,0,Andrew,3.2,14,1,98.4,181,False,410.6,1456,,2019-11-12T11:30:18.442088Z,70,0,0,0,122798.jpg,4.3,0,0,Robertson,19.6,False,None,a,10,14,202.0,73,795201,7987,1524541,16961,0.5,10.4,Robertson,0
7,7,364,100,100,3,169187,-1,1,2,-2,757.9,2,2,4.9,0.0,0,Trent,4.4,14,1,145.4,182,False,482.0,1482,,2019-10-22T15:00:19.720774Z,72,0,0,0,169187.jpg,4.4,0,0,Alexander-Arnold,28.9,False,None,a,10,14,214.0,74,1407433,19933,1073615,15632,0.6,10.3,Alexander-Arnold,4
0,7,332,100,100,4,97032,0,0,-1,1,57.8,1,2,7.1,0.0,0,Virgil,6.6,14,3,69.5,183,False,441.2,1530,,2019-10-27T20:00:16.725016Z,64,0,0,0,97032.jpg,4.3,0,0,van Dijk,39.3,False,None,a,10,14,195.0,73,897989,21548,1769342,11348,1.0,11.4,van Dijk,1
0,2,78,100,100,2,171287,0,0,-4,4,47.8,0,2,3.5,0.0,0,Joseph,3.0,1,0,11.4,184,False,65.6,287,,2019-11-16T11:30:12.618594Z,51,0,0,0,171287.jpg,2.5,0,0,Gomez,0.9,False,None,a,10,14,0.0,20,52855,2611,120803,514,0.6,3.9,Gomez,1
0,4,141,0,0,2,60914,0,0,-3,3,20.9,0,2,0.0,0.0,0,Joel,0.0,5,1,25.0,185,False,192.4,630,Knee injury - Unknown return date,2019-10-22T15:00:19.734580Z,52,0,0,0,60914.jpg,4.6,0,0,Matip,1.3,False,None,i,10,14,35.0,32,443626,29,480386,913,0.0,6.2,Matip,0
1,0,130,0,0,0,38454,0,0,-2,2,20.7,0,2,0.0,0.0,0,Dejan,1.8,8,0,24.6,186,False,172.0,669,Muscle injury - Unknown return date,2019-12-10T22:00:14.744701Z,53,0,0,0,38454.jpg,2.0,0,0,Lovren,0.3,False,None,i,10,14,52.0,16,51726,5,55578,1708,0.3,3.0,Lovren,1
5,12,290,None,None,6,92217,-1,1,-3,3,287.8,0,4,4.3,0.0,0,Roberto,3.8,9,4,147.6,187,False,354.4,1355,,None,92,0,0,0,92217.jpg,4.4,0,0,Firmino,7.8,False,None,a,10,14,833.0,75,837640,7398,1123844,5472,0.4,8.2,Firmino,0
2,6,145,100,100,0,152760,0,0,-3,3,73.3,1,4,4.3,0.0,0,Divock,3.8,9,3,34.0,188,False,143.6,362,,2019-09-14T13:30:10.426607Z,52,0,0,0,152760.jpg,3.0,0,0,Origi,2.8,False,None,a,10,14,123.0,39,387716,1928,546945,2487,0.7,7.5,Origi,0
0,0,139,100,100,2,116535,0,0,0,0,0.0,0,1,3.3,0.0,0,Alisson,2.8,6,0,14.0,189,False,139.2,743,,2019-11-30T17:00:19.325478Z,60,0,0,0,116535.jpg,2.7,1,18,Ramses Becker,7.6,False,None,a,10,14,0.0,24,354171,4983,1691483,3251,0.5,4.0,Alisson,0
0,0,0,0,0,0,66797,0,0,0,0,0.0,0,1,0.0,0.0,0,Simon,0.0,0,0,0.0,190,False,0.0,0,Joined Club Brugge on a permanent deal on 5/8,2019-08-05T14:30:10.321194Z,45,0,0,0,66797.jpg,0.0,0,0,Mignolet,0.0,False,None,u,10,14,0.0,0,460,13,2777,16,0.0,0.0,Mignolet,0
4,13,282,100,100,6,118748,0,0,-3,3,302.5,4,3,6.9,0.0,0,Mohamed,6.4,8,9,165.2,191,True,464.2,1190,,2019-11-12T23:00:18.865321Z,122,0,0,0,118748.jpg,7.4,0,0,Salah,22.2,False,None,a,10,14,886.0,104,1311577,122928,2662125,4145,0.5,8.5,Salah,0
7,15,333,100,100,4,110979,0,0,7,-7,412.4,5,3,6.9,0.0,0,Sadio,6.4,12,9,150.1,192,True,523.4,1326,,2019-09-22T20:00:17.288665Z,122,0,0,0,110979.jpg,7.2,0,0,Mané,36.2,False,None,a,10,14,565.0,115,2924904,80075,1515486,15384,0.5,9.4,Mané,1
0,0,83,75,None,3,81880,0,0,-3,3,78.4,0,3,2.6,0.0,0,Alex,3.0,3,1,39.0,193,False,94.0,507,Ankle injury - 75% chance of playing,2019-12-22T10:30:14.855332Z,62,0,0,0,81880.jpg,2.1,0,0,Oxlade-Chamberlain,0.6,False,None,d,10,14,218.0,25,65418,264,67799,2823,0.5,4.0,Chamberlain,0
0,0,46,100,100,1,68312,0,0,-2,2,32.2,0,3,2.7,0.0,0,Xherdan,2.2,2,1,11.3,194,False,43.8,173,,2019-09-25T09:00:17.914508Z,63,0,0,0,68312.jpg,2.6,0,0,Shaqiri,0.3,False,None,a,10,14,37.0,13,7818,183,27153,144,0.3,2.1,Shaqiri,0
0,1,57,100,100,0,39155,0,0,-2,2,44.6,0,3,1.1,0.0,0,Adam,0.6,4,1,16.1,195,False,61.0,205,,2019-12-09T10:00:19.864480Z,58,0,0,0,39155.jpg,2.1,0,0,Lallana,0.1,False,None,a,10,14,55.0,15,3970,58,8402,49,0.1,2.6,Lallana,0
1,3,56,100,100,1,175592,0,0,-2,2,46.5,1,3,3.3,0.0,0,Naby,2.8,0,1,17.4,196,False,75.8,104,,2019-11-27T19:30:17.831891Z,58,0,0,0,175592.jpg,5.3,0,0,Keita,0.3,False,None,a,10,14,52.0,16,21812,3318,37996,671,0.5,2.8,Keita,0
1,4,199,0,0,2,116643,0,0,-1,1,198.8,0,3,0.0,0.0,0,Fabio Henrique,0.2,10,1,46.1,197,False,220.6,1006,Ankle injury - Expected back 02 Jan,2019-11-23T17:00:22.531327Z,54,0,0,0,116643.jpg,2.7,0,0,Tavares,1.1,False,None,i,10,14,41.0,32,110174,45,139838,609,0.0,5.9,Fabinho,5
2,3,234,100,100,6,56979,0,0,-1,1,201.4,0,3,3.5,0.0,0,Jordan,3.0,8,1,54.4,198,False,236.0,1085,,2019-11-16T11:30:12.667431Z,54,0,0,0,56979.jpg,3.0,0,0,Henderson,1.0,False,None,a,10,14,106.0,48,83484,2950,81130,1268,0.6,8.9,Henderson,1
0,3,216,100,75,4,41733,0,0,-1,1,118.5,1,3,3.1,0.0,0,Georginio,2.6,12,2,50.1,199,False,211.8,1317,,2019-12-14T14:30:24.028899Z,54,0,0,0,41733.jpg,3.0,0,0,Wijnaldum,2.3,False,None,a,10,14,172.0,48,218305,1785,256604,3115,0.5,8.9,Wijnaldum,0
2,3,118,100,100,3,15157,0,0,-2,2,104.9,1,3,2.1,0.0,0,James,1.6,6,1,29.2,200,False,123.2,548,,2019-09-27T10:30:15.087691Z,53,0,0,0,15157.jpg,2.5,0,0,Milner,0.6,False,None,a,10,14,62.0,32,36668,276,64307,300,0.3,6.0,Milner,3
0,0,0,0,0,0,217989,0,0,0,0,0.0,0,3,0.0,0.0,0,Rafael,0.0,0,0,0.0,201,False,0.0,0,Joined Sporting CP on a permanent deal on 27/6,2019-07-02T09:00:13.203360Z,45,0,0,0,217989.jpg,0.0,0,0,Camacho,0.0,False,None,u,10,14,0.0,0,441,12,539,5,0.0,0.0,Camacho,0
0,0,0,75,75,0,195473,0,0,-2,2,0.0,0,4,0.4,0.0,0,Rhian,0.0,0,0,0.0,464,False,0.0,0,Ankle injury - 75% chance of playing,2019-12-17T22:00:15.297500Z,43,0,0,0,195473.jpg,0.0,0,0,Brewster,0.5,False,None,d,10,14,0.0,0,54439,169,65546,712,0.0,0.0,Brewster,0
0,0,123,100,100,2,60706,0,0,-3,3,0.0,0,1,0.9,0.0,0,Adrián,0.4,9,0,11.3,526,False,112.8,783,,2019-08-16T11:00:10.760553Z,42,0,0,0,60706.jpg,2.5,0,16,San Miguel del Castillo,2.5,False,None,a,10,14,0.0,25,610930,502,549340,2982,0.1,6.0,Adrián,1
0,0,0,None,None,0,11948,0,0,-2,2,0.0,0,1,0.5,0.0,0,Andy,0.0,0,0,0.0,530,False,0.0,0,,None,43,0,0,0,11948.jpg,0.0,0,0,Lonergan,0.0,False,None,a,10,14,0.0,0,2190,9,2708,16,0.0,0.0,Lonergan,0
0,0,0,100,100,0,200720,0,0,-1,1,0.0,0,1,0.5,0.0,0,Caoimhin,0.0,0,0,0.0,531,False,0.0,0,,2019-11-13T16:30:17.640123Z,44,0,0,0,200720.jpg,0.0,0,0,Kelleher,0.0,False,None,a,10,14,0.0,0,987,13,1309,6,0.0,0.0,Kelleher,0
0,0,0,100,100,0,444884,0,0,0,0,0.0,0,3,0.5,0.0,0,Harvey,0.0,0,0,0.0,550,False,0.0,0,,2019-11-13T16:30:17.659021Z,45,0,0,0,444884.jpg,0.0,0,0,Elliott,0.0,False,None,a,10,14,0.0,0,711,21,498,30,0.0,0.0,Elliott,0
0,0,1,None,None,0,206915,0,0,0,0,2.8,0,3,1.0,0.0,0,Curtis,0.5,0,0,0.5,569,False,0.0,14,,None,45,0,0,0,206915.jpg,1.0,0,0,Jones,0.0,False,None,a,10,14,4.0,1,159,11,71,14,0.1,0.2,Jones,0
0,0,0,None,None,0,215136,0,0,0,0,0.0,0,2,0.5,0.0,0,Neco,0.0,0,0,0.0,575,False,0.0,0,,None,40,0,0,0,215136.jpg,0.0,0,0,Williams,0.0,False,None,a,10,14,0.0,0,814,228,231,86,0.0,0.0,Williams,0
